QTR,CARRIER,SOURCE_CITY,DEST_CITY,ORDER_COUNT,AVG_TRANSIT_DAYS,ACTUAL_TRANSIT_DAYS,ONTIME_PERFORMANCE
2024 3,RBTW,REDLANDS,REPUBLIC,1,2,1,100
2024 4,ODFL,ELWOOD,GRAND RAPIDS,25,1,3,10
2024 4,ODFL,REDLANDS,TOLLESON,6,1,4,100
2024 3,RBTW,PHARR,REDLANDS,1,2,3,100
2024 4,ODFL,REDLANDS,TRACY,25,1,6,16
2024 4,ODFL,ELWOOD,ALACHUA,2,3,4,100
2024 4,ODFL,LANCASTER,PORTLAND,5,2,2,100
2025 1,ODFL,REDLANDS,PUYALLUP,36,3,6,78
2025 1,ODFL,PHARR,CARSON CITY,12,4,5,25
2025 1,RBTW,REDLANDS,RICHMOND,150,6,8,3
2025 1,RBTW,ELWOOD,LENEXA,32,2,2,9
2025 1,ODFL,ELWOOD,BLUFFTON,24,2,8,92
2024 4,ODFL,LANCASTER,LONGVIEW,5,1,2,40
2025 1,ODFL,LANCASTER,SAN ANTONIO,41,1,4,30
2025 1,ODFL,ELWOOD,GREENFIELD,15,2,5,16
2025 1,ODFL,ELWOOD,EDWARDSVILLE,32,2,5,14
2025 1,ODFL,RICHMOND,NEWPORT NEWS,12,2,7,25
2025 1,ODFL,ELWOOD,PHOENIX,20,3,7,10
2025 1,ABFS,LANCASTER,CORSICANA,14,1,5,8
2024 4,ODFL,LANCASTER,WACO,10,1,4,40
2024 4,ODFL,PHARR,FERNLEY,6,4,4,100
2024 4,ODFL,ELWOOD,LANSING,2,1,5,100
2025 1,ODFL,PHARR,HOUSTON,37,1,7,9
2025 1,ODFL,ELWOOD,INWOOD,17,2,4,17
2025 1,ODFL,PHARR,PLAINFIELD,16,3,6,19
2025 1,ODFL,ELWOOD,BENTONVILLE,18,2,3,36
2025 1,ODFL,REDLANDS,IRVINE,4,1,2,100
2024 4,ODFL,ELWOOD,HOPE MILLS,6,2,5,34
2024 4,ODFL,ELWOOD,JEFFERSON,5,2,5,20
2024 4,ODFL,ELWOOD,SUN PRAIRIE,3,1,4,100
2024 4,ODFL,LANCASTER,TOBYHANNA,4,3,6,50
2024 4,ODFL,LANCASTER,GROVE CITY,2,3,5,100
2024 4,RBTW,RICHMOND,FISHERSVILLE,4,1,1,50
2024 4,ODFL,ELWOOD,URBANA,4,1,6,50
2025 1,ODFL,ELWOOD,WINDSOR,14,2,3,15
2025 1,ODFL,RICHMOND,NORTH CANTON,5,2,7,40
2025 1,ODFL,ELWOOD,HOPKINS,8,1,5,50
2025 1,ODFL,LANCASTER,DAYTON,14,2,3,72
2025 1,ODFL,LANCASTER,LOGAN TOWNSHIP,4,3,7,50
2025 1,ODFL,LANCASTER,LUBBOCK,6,1,3,34
2025 1,ODFL,RICHMOND,LA GRANGE,4,2,4,100
2025 1,ODFL,LANCASTER,MIDWAY,4,2,8,50
2025 1,ODFL,LANCASTER,OCONOMOWOC,2,2,4,100
2025 2,RBTW,GRAND RAPIDS,RICHMOND,23,3,2,9
2025 2,ODFL,RICHMOND,JACKSONVILLE,12,2,5,84
2025 2,ODFL,LANCASTER,WILMER,24,1,1,100
2025 2,ODFL,REDLANDS,BUCKEYE,5,1,6,67
2025 2,ODFL,ELWOOD,VILLA RICA,5,2,5,100
2025 2,ODFL,ELWOOD,PRINCETON,34,1,2,100
2025 2,ABFS,LANCASTER,CORSICANA,21,1,3,54
2025 2,ODFL,ELWOOD,LOVELAND,6,2,5,84
2025 2,ODFL,PHARR,NORCROSS,4,3,6,50
2025 2,AEQC,RICHMOND,FALL RIVER,20,1,2,19
2025 2,ODFL,ELWOOD,BOCA RATON,3,3,6,100
2025 2,ODFL,ELWOOD,FT PIERCE,4,3,7,100
2025 2,ODFL,ELWOOD,CULLMAN,6,2,5,100
2025 2,ODFL,RICHMOND,WILLIAMSTON,7,1,5,86
2025 2,ODFL,LANCASTER,HERMISTON,3,3,4,100
2025 2,ODFL,ELWOOD,LA GRANGE,3,2,6,67
2025 2,FXFC,MILTON,TROIS-RIVIERES OUEST,2,1,1,100
2025 2,ODFL,ELWOOD,BROOKHAVEN,2,2,7,100
2025 2,ODFL,REDLANDS,DOUGLAS,35,3,1,49
2025 2,ODFL,ELWOOD,MIDWAY,6,2,5,17
2025 2,ODFL,LANCASTER,ARDMORE,45,3,2,8
2025 2,ODFL,RICHMOND,DENVER,5,1,1,100
2025 2,ODFL,REDLANDS,PUEBLO,41,1,4,35
2025 2,ODFL,ELWOOD,LOGAN TOWNSHIP,4,2,5,50
2025 2,ODFL,RICHMOND,NEWPORT NEWS,25,1,4,73
2025 2,ODFL,RICHMOND,ZANESVILLE,25,2,3,28
2025 2,ODFL,RICHMOND,HOPKINSVILLE,29,2,2,80
2025 2,ODFL,LANCASTER,WACO,11,1,2,50
2025 2,ODFL,REDLANDS,AURORA,125,2,2,86
2025 2,ODFL,ELWOOD,SHELBY,11,2,4,82
2025 2,ODFL,RICHMOND,MCLEANSVILLE,10,1,5,100
2024 2,ODFL,ELWOOD,HOPKINS,8,1,4,100
2024 2,RBTW,LANCASTER,SCHERTZ,14,1,1,17
2024 2,ODFL,ELWOOD,ST. CLOUD,2,1,5,100
2024 2,RBTW,SUMNER,PATTERSON,25,3,3,7
2024 2,ODFL,SUMNER,CLACKAMAS,24,1,5,63
2024 2,RBTW,GRAND RAPIDS,RICHMOND,34,4,3,13
2024 2,ODFL,LANCASTER,DAYTON,3,1,4,34
2024 2,ODFL,LANCASTER,FRIDLEY,4,2,3,75
2024 2,ODFL,RICHMOND,COLDWATER,4,2,4,50
2024 2,ODFL,ELWOOD,LUGOFF,8,2,4,100
2024 3,ODFL,LANCASTER,MOUNT PLEASANT,1,2,3,100
2024 3,RBTW,RICHMOND,WINCHESTER,8,2,1,25
2024 3,ODFL,RICHMOND,PENSACOLA,31,2,10,22
2024 2,ODFL,PHARR,LAKELAND,23,4,7,12
2024 3,ODFL,RICHMOND,SANGER,2,2,5,100
2024 3,ODFL,ELWOOD,EDWARDSVILLE,30,1,5,12
2024 2,ODFL,LANCASTER,INDIANAPOLIS,5,2,4,20
2024 2,ODFL,REDLANDS,LOVELAND,11,2,6,82
2024 2,ODFL,ELWOOD,APPLE VALLEY,2,3,6,100
2024 2,ODFL,ELWOOD,SEALY,2,2,5,100
2024 2,ODFL,SUMNER,AURORA,13,2,10,10
2024 2,ODFL,ELWOOD,TOPEKA,2,2,5,100
2024 2,ODFL,RICHMOND,NICHOLS,4,1,6,50
2024 3,ODFL,ELWOOD,PLAINVIEW,28,3,5,42
2024 3,ODFL,ELWOOD,HOLIDAY CITY,25,1,3,66
2024 3,ODFL,ELWOOD,EAU CLAIRE,34,1,3,62
2024 3,ODFL,ELWOOD,SEARCY,24,2,4,35
2024 2,ODFL,RICHMOND,MADISON,2,2,6,100
2024 3,ODFL,RICHMOND,PERRYSBURG,26,2,4,39
2024 3,ODFL,ELWOOD,CULLMAN,26,2,5,64
2024 3,ODFL,PHARR,CHARLOTTE,21,3,6,10
2024 2,ODFL,ELWOOD,OCONOMOWOC,6,1,5,67
2024 3,ODFL,REDLANDS,WEST JEFFERSON,8,3,6,67
2024 3,ODFL,PHARR,ONTARIO,39,3,7,31
2024 3,ODFL,LANCASTER,AMSTERDAM,3,3,6,67
2024 3,ODFL,RICHMOND,MOUNT PLEASANT,5,2,5,20
2024 3,ODFL,LANCASTER,MIDWAY,5,2,4,40
2024 3,ODFL,LANCASTER,TIFTON,6,2,4,67
2024 3,ODFL,ELWOOD,OKLAHOMA CITY,12,2,5,34
2024 3,ODFL,RICHMOND,CARLISLE,44,1,4,38
2024 3,ODFL,RICHMOND,ALACHUA,14,2,5,29
2024 3,ODFL,RICHMOND,MCLEANSVILLE,26,1,7,100
2024 2,ODFL,RICHMOND,RAYMOND,6,2,4,25
2024 3,ODFL,LANCASTER,RIALTO,1,2,3,100
2024 3,ODFL,RICHMOND,NORTH CANTON,18,2,5,17
2024 3,ODFL,RICHMOND,CHARLOTTE,2,1,2,100
2024 3,ODFL,SUMNER,SHAFTER,6,2,6,34
2024 3,ODFL,LANCASTER,WEST JEFFERSON,8,3,5,72
2024 3,ODFL,RICHMOND,SEALY,6,2,5,67
2024 4,ODFL,RICHMOND,NEWPORT NEWS,15,1,11,20
2024 4,ODFL,RICHMOND,JEFFERSON,36,1,5,19
2024 3,ODFL,REDLANDS,OKLAHOMA CITY,8,3,6,25
2024 2,ODFL,ELWOOD,LOVELAND,2,2,5,100
2024 3,ODFL,SUMNER,CHIPPEWA FALLS,5,4,6,60
2024 3,ODFL,RICHMOND,LA GRANGE,4,2,4,50
2024 3,ODFL,ELWOOD,LOXLEY,8,3,4,50
2024 3,ODFL,ELWOOD,TYLER,10,2,5,70
2024 4,ODFL,ELWOOD,VILLA RICA,10,2,4,70
2024 3,ABFS,LANCASTER,DESOTO,4,1,3,34
2024 4,RBTW,RICHMOND,ELWOOD,24,2,3,10
2024 4,ODFL,PHARR,HOUSTON,44,1,5,7
2024 4,ODFL,PHARR,ORLANDO,36,4,10,3
2024 4,ODFL,REDLANDS,MORENO VALLEY,18,1,3,34
2024 4,ODFL,LANCASTER,KANSAS CITY,32,1,5,25
2024 4,ODFL,RICHMOND,LENEXA,6,2,6,50
2024 4,ODFL,LANCASTER,ROANOKE,10,1,2,60
2024 4,ODFL,ELWOOD,NEWPORT NEWS,12,2,15,25
2024 3,ODFL,RICHMOND,NEWPORT NEWS,10,1,8,30
2024 4,ODFL,ELWOOD,WILTON,8,2,6,50
2024 4,ODFL,REDLANDS,PRESCOTT VALLEY,15,2,5,24
2024 4,ODFL,LANCASTER,WILTON,6,3,6,34
2024 4,ODFL,RICHMOND,CARLISLE,32,1,4,40
2024 3,ODFL,LANCASTER,MIAMI,2,2,2,100
2024 4,ODFL,RICHMOND,STAUNTON,12,1,5,67
2024 4,ODFL,LANCASTER,WILMER,16,1,2,75
2025 1,ODFL,REDLANDS,PHOENIX,48,2,3,80
2025 1,HOSD,GRAND RAPIDS,ELWOOD,282,4,2,57
2025 1,ODFL,LANCASTER,SEARCY,24,2,5,46
2025 1,ODFL,ELWOOD,PORTLAND,64,4,7,26
2024 3,RBTW,LANCASTER,FREDERICKSBURG,1,2,1,100
2024 4,ODFL,RICHMOND,FRIDLEY,8,3,7,25
2024 3,ODFL,PHARR,SOUTHAVEN,7,2,8,29
2024 3,ODFL,REDLANDS,FARR WEST,7,2,5,29
2024 3,ODFL,PHARR,CHANNAHON,5,3,5,60
2024 4,ODFL,ELWOOD,MARCY,4,2,4,50
2024 4,ODFL,LANCASTER,TIFTON,8,2,4,67
2024 4,ODFL,RICHMOND,MCLEANSVILLE,12,1,6,100
2024 4,ODFL,RICHMOND,MOUNT PLEASANT,6,2,6,34
2024 4,ODFL,REDLANDS,MADISON,4,4,7,50
2024 4,ABFS,REDLANDS,SAN BERNARDINO,19,1,5,16
2025 1,ODFL,RICHMOND,PLANT CITY,37,2,5,6
2025 1,ODFL,PHARR,ONTARIO,38,4,6,27
2025 1,ODFL,ELWOOD,KANSAS CITY,47,1,4,7
2025 1,ODFL,PHARR,LAS VEGAS,25,4,5,32
2024 4,ODFL,ELWOOD,OCONOMOWOC,10,1,5,80
2024 4,ODFL,LANCASTER,FRIDLEY,10,2,6,60
2024 4,ODFL,RICHMOND,MENOMONIE,6,3,6,50
2024 4,ODFL,ELWOOD,OKLAHOMA CITY,10,2,3,60
2024 4,ODFL,ELWOOD,WILLIAMSTON,6,2,4,50
2024 3,RBTW,ELWOOD,LACEY,3,2,6,100
2024 4,ODFL,ELWOOD,MADISON,10,2,4,30
2025 1,ODFL,LANCASTER,ROANOKE,8,2,2,100
2025 1,ODFL,PHARR,COPPELL,33,2,6,19
2025 1,ODFL,PHARR,CHARLOTTE,20,3,7,20
2024 3,ODFL,PHARR,DETROIT,2,4,3,100
2025 1,ODFL,RICHMOND,MANCHESTER,20,2,6,12
2025 1,ODFL,ELWOOD,EAU CLAIRE,28,2,2,93
2025 1,ODFL,RICHMOND,POTTSVILLE,20,1,4,85
2025 1,ODFL,ELWOOD,MOUNT PLEASANT,14,2,3,15
2025 1,FXFC,MILTON,BOUCHERVILLE,10,1,7,20
2025 1,ODFL,RICHMOND,UXBRIDGE,12,2,7,25
2025 1,ODFL,ELWOOD,TAYLOR,4,2,4,50
2025 1,ODFL,PHARR,LONDON,15,4,6,80
2025 1,ODFL,ELWOOD,JACKSONVILLE,4,2,4,50
2025 1,ODFL,ELWOOD,LENEXA,36,1,3,10
2025 1,ODFL,LANCASTER,MCLEANSVILLE,2,2,7,100
2025 1,ODFL,RICHMOND,SHELBY,8,2,3,67
2025 1,ODFL,RICHMOND,SUN PRAIRIE,3,3,2,100
2025 1,ODFL,PHARR,ELWOOD,5,4,6,60
2025 1,ODFL,ELWOOD,LUGOFF,2,2,5,100
2025 1,ODFL,ELWOOD,CLINTON,6,1,3,100
2025 1,ODFL,RICHMOND,SMYRNA,2,2,3,100
2025 1,ODFL,LANCASTER,OPELOUSAS,2,1,2,50
2025 1,ODFL,RICHMOND,FT PIERCE,6,2,7,50
2025 2,ODFL,ELWOOD,GREENFIELD,2,1,2,100
2025 1,ODFL,RICHMOND,PHOENIX,2,3,5,100
2025 1,ODFL,RICHMOND,MENOMONIE,4,3,6,100
2025 2,LRGR,ELWOOD,ROMEOVILLE,24,1,2,8
2025 2,ODFL,PHARR,BRIGHTON,6,2,5,100
2025 1,ODFL,LANCASTER,ONTARIO,2,2,6,100
2025 2,ODFL,PHARR,LEVITTOWN,38,4,4,64
2025 2,ODFL,PHARR,HOUSTON,35,1,2,78
2025 2,ODFL,RICHMOND,HATTIESBURG,6,3,6,100
2025 2,ODFL,REDLANDS,LOVELAND,6,2,6,100
2025 2,ODFL,ELWOOD,SEARCY,34,2,3,85
2025 2,ODFL,ELWOOD,MT. CRAWFORD,4,2,4,100
2025 2,LRGR,LANCASTER,PLAINVIEW,58,7,2,6
2025 1,ODFL,RICHMOND,SANGER,2,2,5,100
2025 2,ODFL,LANCASTER,SANGER,4,1,2,100
2025 1,ODFL,RICHMOND,COLDWATER,2,2,6,100
2025 1,ODFL,RICHMOND,URBANA,2,2,4,100
2025 2,ODFL,REDLANDS,SANGER,2,2,6,50
2025 2,ODFL,REDLANDS,MENOMONIE,2,4,5,100
2025 2,ODFL,ELWOOD,PANAMA CITY,3,3,4,100
2025 2,ODFL,ELWOOD,WOODLAND,6,2,3,67
2025 2,RBTW,LANCASTER,ARDMORE,1,1,1,100
2025 2,ODFL,ELWOOD,JOLIET,1,1,2,100
2025 2,ODFL,ELWOOD,PORTLAND,48,3,4,57
2025 2,ODFL,ELWOOD,CLEVELAND,13,2,6,37
2025 2,ODFL,ELWOOD,MOUNT VERNON,10,2,4,78
2025 2,ODFL,PHARR,LONDON,32,3,2,44
2025 2,ODFL,REDLANDS,SEARCY,37,2,1,100
2025 2,ODFL,REDLANDS,WEST JORDAN,50,1,1,92
2025 2,ODFL,PHARR,CLEARWATER,6,4,4,34
2025 2,ODFL,LANCASTER,FRESNO,2,2,1,100
2024 2,ODFL,SUMNER,LOVELAND,10,2,4,40
2024 2,ODFL,RICHMOND,CARLISLE,21,1,5,34
2024 2,ODFL,ELWOOD,AMSTERDAM,8,2,5,50
2024 2,ODFL,RICHMOND,DUNN,8,1,3,13
2024 2,ODFL,ELWOOD,PRESCOTT VALLEY,10,4,7,20
2024 2,ODFL,REDLANDS,TOPEKA,12,3,6,20
2024 2,RBTW,REDLANDS,RIALTO,15,7,1,15
2024 2,ODFL,ELWOOD,MIDWAY,14,2,4,36
2024 2,ODFL,ELWOOD,TIFTON,11,2,4,55
2024 2,RBTW,LANCASTER,KANSAS CITY,29,3,2,7
2024 2,ODFL,RICHMOND,BURLINGTON,15,1,7,17
2024 2,ODFL,RICHMOND,LOVELAND,2,3,5,100
2024 2,RBTW,LANCASTER,SAN ANTONIO,9,3,3,17
2024 2,ODFL,ELWOOD,CHIPPEWA FALLS,30,1,4,29
2024 3,ODFL,ELWOOD,OCONOMOWOC,12,1,4,100
2024 3,ODFL,ELWOOD,LENEXA,36,1,4,60
2024 2,ODFL,PHARR,BIRMINGHAM,4,3,5,50
2024 3,RBTW,SUMNER,ELWOOD,16,4,5,9
2024 3,ODFL,REDLANDS,CLACKAMAS,23,2,5,66
2024 3,ODFL,REDLANDS,FONTANA,7,1,8,40
2024 3,ODFL,ELWOOD,MOUNT VERNON,24,2,4,9
2024 2,ODFL,ELWOOD,MCLEANSVILLE,4,2,6,100
2024 2,ODFL,REDLANDS,LENEXA,7,3,6,43
2024 3,ODFL,ELWOOD,SUN PRAIRIE,3,1,1,100
2024 3,ODFL,SUMNER,STOCKTON,10,2,7,20
2024 3,ODFL,LANCASTER,WACO,6,1,2,67
2024 3,ODFL,ELWOOD,MARCY,18,2,4,50
2024 3,ODFL,REDLANDS,MIDLOTHIAN,4,2,6,100
2024 3,ODFL,LANCASTER,PALESTINE,5,1,4,40
2024 3,ODFL,RICHMOND,WOODLAND,10,3,6,40
2024 3,ODFL,LANCASTER,LONGVIEW,7,1,4,72
2024 3,ODFL,LANCASTER,WILTON,4,3,10,25
2024 3,RBTW,RICHMOND,BURLINGTON,20,2,2,10
2024 3,RBTW,REDLANDS,ELWOOD,17,2,5,8
2024 3,RBTW,ELWOOD,RICHMOND,44,2,3,4
2024 3,RBTW,ELWOOD,REDLANDS,19,3,5,10
2024 3,ODFL,RICHMOND,READING,6,1,6,50
2024 3,ODFL,REDLANDS,WACO,4,3,6,50
2024 3,ODFL,ELWOOD,KILGORE,16,2,4,15
2024 3,ODFL,REDLANDS,MERIDIAN,2,2,4,100
2024 3,ODFL,ELWOOD,PHOENIX,13,3,6,54
2024 2,ODFL,ELWOOD,WILMER,8,2,4,25
2024 2,ODFL,LANCASTER,LONGVIEW,2,1,2,50
2024 2,ODFL,PHARR,LONDON,9,3,6,67
2024 2,ODFL,RICHMOND,MENOMONIE,4,3,4,50
2024 3,RBTW,PHARR,LANCASTER,2,1,1,50
2024 3,ODFL,RICHMOND,OKLAHOMA CITY,4,3,4,50
2024 3,ODFL,ELWOOD,LOGAN TOWNSHIP,13,2,7,10
2024 3,RBTW,RICHMOND,LEWISBERRY,21,1,2,12
2024 3,ODFL,LANCASTER,BUCKEYE,5,2,3,60
2024 4,ODFL,ELWOOD,PORTLAND,57,4,7,32
2024 4,ODFL,ELWOOD,OTTAWA,12,2,5,17
2024 4,ODFL,ELWOOD,HOLIDAY CITY,28,1,2,58
2024 4,ODFL,ELWOOD,MENOMONIE,4,1,3,50
2024 2,ODFL,RICHMOND,SHELBY,6,1,3,50
2024 2,ODFL,ELWOOD,SMYRNA,4,2,5,50
2024 4,ODFL,REDLANDS,MOXEE,42,2,7,8
2024 3,ODFL,LANCASTER,OCONOMOWOC,6,2,5,17
2024 3,ODFL,PHARR,MIAMI,3,4,6,67
2024 3,ODFL,RICHMOND,OCONOMOWOC,14,3,6,67
2024 3,ODFL,LANCASTER,HATTIESBURG,3,2,3,34
2024 3,ODFL,LANCASTER,DOUGLAS,1,2,4,100
2024 3,ODFL,LANCASTER,HOPKINSVILLE,1,2,3,100
2024 4,RBTW,REDLANDS,DINUBA,8,3,2,29
2024 4,ODFL,LANCASTER,AMSTERDAM,8,3,6,50
2024 4,ODFL,REDLANDS,CHEHALIS,24,2,8,38
2024 4,ODFL,LANCASTER,MCLEANSVILLE,4,2,7,100
2024 4,ODFL,LANCASTER,NEW BRAUNFELS,16,1,4,13
2024 4,ODFL,ELWOOD,PRINCETON,24,1,3,46
2024 4,ODFL,ELWOOD,AMSTERDAM,9,2,5,23
2024 4,RBTW,ELWOOD,GROVEPORT,22,1,1,10
2024 3,RBTW,SUMNER,LANCASTER,7,2,5,15
2024 3,ODFL,PHARR,FERNLEY,7,4,7,29
2024 3,ODFL,SUMNER,RIVERSIDE,2,2,5,100
2024 3,ODFL,REDLANDS,STUARTS DRAFT,8,4,7,75
2024 3,ODFL,LANCASTER,LOGAN TOWNSHIP,2,3,6,50
2024 4,ODFL,LANCASTER,PALESTINE,6,1,2,67
2024 4,ODFL,REDLANDS,STOCKTON,27,1,10,13
2024 4,ODFL,ELWOOD,LENEXA,26,1,4,30
2024 4,ODFL,ELWOOD,HOPKINS,18,1,4,89
2024 3,ODFL,LANCASTER,DACULA,2,2,6,100
2024 4,ODFL,LANCASTER,MIDWAY,10,2,4,80
2024 4,ODFL,REDLANDS,WOODLAND,24,1,3,84
2025 1,ODFL,PHARR,KANSAS CITY,20,2,5,30
2024 3,RBTW,LANCASTER,FORT WAYNE,1,1,1,100
2024 3,ODFL,SUMNER,MADISON,2,5,7,100
2024 3,ODFL,RICHMOND,SACRAMENTO,2,4,13,100
2024 4,ODFL,LANCASTER,OKLAHOMA CITY,36,1,3,40
2024 4,ODFL,RICHMOND,SEYMOUR,4,2,4,100
2024 4,ODFL,RICHMOND,DACULA,2,1,6,100
2024 4,ABFS,RICHMOND,FINDLAY,4,3,7,25
2024 4,ODFL,LANCASTER,HUTCHINSON,3,1,3,100
2024 4,ODFL,LANCASTER,PRINCETON,2,2,2,100
2025 1,ODFL,PHARR,GROVEPORT,12,3,6,25
2025 1,ODFL,ELWOOD,SANGER,14,2,5,67
2025 1,ODFL,ELWOOD,OCONOMOWOC,8,1,2,100
2024 4,ODFL,LANCASTER,FONTANA,3,2,6,67
2025 1,RBTW,RICHMOND,ELWOOD,12,2,2,15
2025 1,ODFL,RICHMOND,MCLEANSVILLE,18,2,7,100
2025 1,ODFL,LANCASTER,MADISON,10,2,6,20
2025 1,ODFL,ELWOOD,MADISON,10,2,5,40
2025 1,ODFL,RICHMOND,LAKELAND,30,3,7,94
2025 1,ODFL,RICHMOND,CARLISLE,27,1,3,42
2025 1,RBTW,LANCASTER,ARDMORE,6,5,1,67
2024 4,ODFL,LANCASTER,CULLMAN,2,2,5,100
2025 1,ODFL,RICHMOND,WELLS,10,3,4,60
2025 1,ODFL,ELWOOD,DACULA,23,3,8,100
2025 1,ODFL,PHARR,MONTGOMERY,9,4,6,45
2025 1,ODFL,LANCASTER,LUFKIN,2,1,1,100
2025 1,ODFL,RICHMOND,LENEXA,6,2,4,50
2025 1,ODFL,ELWOOD,SUN PRAIRIE,5,1,2,100
2025 1,ODFL,ELWOOD,AMSTERDAM,8,2,6,25
2025 1,ODFL,ELWOOD,GROVE CITY,8,2,2,100
2025 1,ODFL,PHARR,OLIVE BRANCH,6,2,5,50
2025 1,ODFL,LANCASTER,STUARTS DRAFT,2,2,4,100
2025 1,ODFL,ELWOOD,BEAVER DAM,2,2,2,100
2025 1,ODFL,ELWOOD,KENOSHA,2,1,2,100
2025 1,ODFL,REDLANDS,HERMISTON,6,2,5,75
2025 1,RBTW,ELWOOD,POMPANO BEACH,2,2,2,50
2025 1,ODFL,ELWOOD,LA GRANGE,2,2,5,100
2025 1,RBTW,GRAND RAPIDS,DELTA,2,7,3,50
2025 1,ODFL,RICHMOND,TOBYHANNA,4,1,2,100
2025 1,ODFL,RICHMOND,BROOKHAVEN,4,2,3,100
2025 2,ODFL,RICHMOND,FREDERICKSBURG,19,1,4,12
2025 2,ODFL,LANCASTER,KANSAS CITY,7,1,3,67
2025 2,ODFL,RICHMOND,JEFFERSON,14,1,2,65
2025 2,ODFL,PHARR,COPPELL,8,1,6,38
2025 1,ODFL,RICHMOND,ST. JAMES,2,2,5,100
2025 2,ODFL,LANCASTER,HOPE MILLS,3,2,4,67
2025 2,ODFL,RICHMOND,WELLS,2,2,2,100
2025 2,ODFL,ELWOOD,BLOOMINGTON,2,1,4,100
2025 2,FXFC,MILTON,ST LEONARD,1,1,1,100
2025 2,ODFL,LANCASTER,GREENFIELD,2,2,3,100
2025 2,RBTW,ELWOOD,LENEXA,11,3,2,15
2025 2,ODFL,RICHMOND,FINDLAY,58,2,2,76
2025 2,ODFL,ELWOOD,WINDSOR,8,1,4,15
2025 2,ODFL,RICHMOND,WINDSOR,8,2,5,75
2025 2,ODFL,RICHMOND,SPRING VALLEY,12,3,2,92
2025 2,ODFL,RICHMOND,BURLINGTON,35,1,2,80
2025 2,ODFL,RICHMOND,PERRYSBURG,10,2,4,80
2025 2,ODFL,RICHMOND,ABINGDON,21,1,2,86
2025 2,ODFL,PHARR,CHARLOTTE,8,3,5,50
2025 2,ODFL,ELWOOD,CHAMBERSBURG,98,2,2,59
2025 2,ODFL,ELWOOD,WILTON,6,2,4,50
2025 2,ODFL,RICHMOND,CARLISLE,22,1,2,91
2025 2,ODFL,REDLANDS,SHELBY,41,3,1,100
2025 2,ODFL,REDLANDS,MOUNT CRAWFORD,39,3,1,100
2025 2,ODFL,REDLANDS,PALESTINE,36,2,1,100
2025 2,ODFL,ELWOOD,MIDLOTHIAN,32,2,2,50
2025 2,ODFL,PHARR,HAUPPAUGE,20,4,5,13
2025 2,ODFL,REDLANDS,HAMPTON,3,3,6,50
2025 2,ODFL,RICHMOND,SALISBURY,21,1,2,91
2025 2,ODFL,ELWOOD,HOLIDAY CITY,7,1,4,100
2024 2,ODFL,ELWOOD,BLUFFTON,14,1,7,43
2024 2,ODFL,ELWOOD,GRANTSVILLE,2,3,6,100
2024 2,ODFL,ELWOOD,ALACHUA,4,3,6,50
2024 2,ODFL,PHARR,HAUPPAUGE,22,4,6,12
2024 2,ODFL,ELWOOD,CHAMBERSBURG,10,2,4,50
2024 2,ODFL,ELWOOD,LA CROSSE,8,1,2,50
2024 2,ODFL,ELWOOD,WEST JEFFERSON,14,1,2,34
2024 2,ODFL,LANCASTER,CHAMBERSBURG,5,3,5,20
2024 2,ODFL,REDLANDS,MIDLOTHIAN,12,2,6,17
2024 3,ODFL,RICHMOND,BLACK MOUNTAIN,8,1,4,50
2024 3,ODFL,REDLANDS,PHOENIX,62,1,4,59
2024 2,ODFL,ELWOOD,FT PIERCE,6,3,6,34
2024 2,ODFL,ELWOOD,HOPE MILLS,6,2,6,34
2024 2,ODFL,ELWOOD,GROVE CITY,4,1,3,100
2024 2,ODFL,ELWOOD,RAYMOND,6,2,5,50
2024 2,ODFL,LANCASTER,OKLAHOMA CITY,6,1,4,20
2024 2,ODFL,REDLANDS,BUCKEYE,2,1,5,100
2024 2,ODFL,REDLANDS,RED BLUFF,14,1,5,36
2024 2,ODFL,REDLANDS,GRANTSVILLE,8,2,5,75
2024 2,ODFL,REDLANDS,PORTERVILLE,2,1,4,100
2024 2,ODFL,REDLANDS,GALESBURG,8,4,7,25
2024 3,RBTW,RICHMOND,LANCASTER,8,2,3,13
2024 3,ODFL,RICHMOND,MANCHESTER,24,2,5,10
2024 3,ODFL,ELWOOD,ST. CLOUD,8,1,5,100
2024 2,ODFL,REDLANDS,MADISON,12,4,7,17
2024 2,ODFL,RICHMOND,STAUNTON,8,1,3,50
2024 2,RBTW,RICHMOND,STAUNTON,3,5,1,34
2024 2,ODFL,LANCASTER,LENEXA,1,1,4,100
2024 2,ODFL,ELWOOD,MIDLOTHIAN,2,2,6,100
2024 3,ODFL,PHARR,MOUNT PLEASANT,50,3,6,5
2024 2,ODFL,LANCASTER,NEWTON,7,2,4,20
2024 2,ODFL,SUMNER,SHAFTER,4,2,3,100
2024 2,ODFL,RICHMOND,MIDWAY,4,2,2,100
2024 2,ODFL,ELWOOD,DAYTON,9,3,5,23
2024 3,ODFL,ELWOOD,ALACHUA,10,3,5,60
2024 3,ODFL,ELWOOD,BROOKHAVEN,10,2,4,100
2024 3,ODFL,ELWOOD,BENTONVILLE,33,2,4,40
2024 3,ODFL,PHARR,FENTON,43,3,4,39
2024 3,ODFL,ELWOOD,WOODLAND,26,4,6,25
2024 3,ODFL,REDLANDS,AMSTERDAM,10,5,7,25
2024 2,ODFL,ELWOOD,PLANT CITY,7,3,6,15
